股票代码,股票简称,最新价,最新涨跌幅,个股热度[20240606],个股热度排名[20240606],market_code,code
603829.SH,洛凯股份,11.21,-5.241,7481.5,4162,17,603829
301256.SZ,华融化学,6.12,-4.524,7475.5,4163,33,301256
600232.SH,金鹰股份,4.02,-6.944,7468.0,4164,17,600232
605009.SH,豪悦护理,44.74,-1.692,7461.5,4165,17,605009
301181.SZ,标榜股份,18.61,-4.515,7461.0,4166,33,301181
002862.SZ,实丰文化,12.63,-4.535,7457.5,4167,33,002862
300196.SZ,长海股份,11.22,-5.396,7457.0,4168,33,300196
600681.SH,百川能源,3.60,-2.439,7455.5,4169,17,600681
000419.SZ,通程控股,4.06,-4.471,7451.5,4170,33,000419
002973.SZ,侨银股份,8.39,-5.624,7447.5,4171,33,002973
603043.SH,广州酒家,16.88,-1.746,7437.5,4172,17,603043
301388.SZ,欣灵电气,18.78,-1.158,7426.0,4173,33,301388
002742.SZ,ST三圣,1.26,-5.263,7418.0,4174,33,002742
600551.SH,时代出版,7.15,-2.853,7408.0,4175,17,600551
605122.SH,四方新材,9.54,-6.562,7399.0,4176,17,605122
300561.SZ,汇金科技,7.03,-6.887,7396.5,4177,33,300561
688153.SH,唯捷创芯,39.35,-2.695,7390.0,4178,17,688153
300930.SZ,屹通新材,15.85,-4.690,7388.5,4179,33,300930
600997.SH,开滦股份,7.67,-1.032,7382.5,4181,17,600997
603995.SH,甬金股份,17.42,-3.544,7382.5,4180,17,603995
688277.SH,天智航,7.30,-5.807,7379.5,4182,17,688277
600738.SH,丽尚国潮,3.69,-4.404,7378.5,4183,17,600738
000557.SZ,西部创业,4.11,-3.294,7368.5,4184,33,000557
600731.SH,湖南海利,4.68,-4.098,7365.0,4185,17,600731
605077.SH,华康股份,15.42,-2.343,7362.0,4186,17,605077
002774.SZ,快意电梯,5.95,-4.952,7361.5,4187,33,002774
603655.SH,朗博科技,14.59,-5.871,7360.0,4188,17,603655
301009.SZ,可靠股份,7.36,-6.835,7346.5,4189,33,301009
003033.SZ,征和工业,22.61,-5.120,7345.0,4190,33,003033
688539.SH,高华科技,41.99,-1.037,7336.0,4191,17,688539
605208.SH,永茂泰,6.34,-4.230,7332.0,4192,17,605208
300631.SZ,久吾高科,19.74,-1.102,7331.5,4193,33,300631
600378.SH,昊华科技,29.35,-1.079,7324.5,4194,17,600378
300591.SZ,万里马,3.05,-7.295,7323.0,4195,33,300591
300427.SZ,*ST红相,4.74,-2.669,7321.5,4196,33,300427
300854.SZ,中兰环保,9.45,-7.625,7318.0,4197,33,300854
300858.SZ,科拓生物,15.00,-1.510,7310.0,4198,33,300858
600333.SH,长春燃气,3.67,-3.166,7309.5,4199,17,600333
000731.SZ,四川美丰,6.75,-1.747,7304.5,4200,33,000731
688025.SH,杰普特,39.64,-5.619,7300.5,4201,17,688025
688295.SH,中复神鹰,22.82,-4.198,7295.0,4202,17,688295
605389.SH,长龄液压,19.92,-4.962,7293.5,4203,17,605389
601003.SH,柳钢股份,2.71,-2.867,7291.0,4204,17,601003
300306.SZ,远方信息,8.19,-4.767,7288.5,4205,33,300306
603320.SH,迪贝电气,12.10,-6.923,7288.0,4206,17,603320
301010.SZ,晶雪节能,10.88,-6.770,7284.5,4207,33,301010
301059.SZ,金三江,8.98,1.814,7279.5,4208,33,301059
688138.SH,清溢光电,20.93,-3.682,7279.0,4209,17,688138
688300.SH,联瑞新材,49.29,0.142,7267.5,4210,17,688300
002381.SZ,双箭股份,6.61,-3.644,7249.5,4211,33,002381
001268.SZ,联合精密,16.10,-4.451,7248.5,4213,33,001268
300461.SZ,田中精机,11.97,-6.338,7248.5,4212,33,300461
002800.SZ,ST天顺,15.57,-1.829,7242.5,4214,33,002800
688579.SH,山大地纬,7.48,-6.849,7241.0,4215,17,688579
603367.SH,辰欣药业,15.17,-1.685,7239.0,4216,17,603367
301103.SZ,何氏眼科,22.06,-4.585,7237.5,4217,33,301103
301296.SZ,新巨丰,7.65,-5.087,7236.0,4218,33,301296
605398.SH,新炬网络,19.00,-5.987,7232.5,4219,17,605398
603007.SH,ST花王,5.31,-4.324,7232.0,4220,22,603007
600987.SH,航民股份,7.11,-0.698,7230.5,4221,17,600987
301113.SZ,雅艺科技,17.90,-7.446,7217.5,4222,33,301113
300868.SZ,杰美特,13.11,-6.823,7216.5,4223,33,300868
605183.SH,确成股份,16.47,-1.022,7216.0,4224,17,605183
603938.SH,三孚股份,12.50,-2.648,7208.0,4225,17,603938
002808.SZ,ST恒久,1.63,-5.233,7197.5,4226,33,002808
688588.SH,凌志软件,6.99,-6.048,7192.0,4227,17,688588
603321.SH,梅轮电梯,6.58,-5.187,7189.0,4228,17,603321
301322.SZ,绿通科技,20.00,-3.846,7179.0,4229,33,301322
002014.SZ,永新股份,9.80,-1.804,7178.0,4230,33,002014
300683.SZ,海特生物,21.31,-4.824,7176.0,4231,33,300683
300246.SZ,宝莱特,5.99,-4.618,7174.5,4232,33,300246
603358.SH,华达科技,28.98,-1.025,7167.5,4233,17,603358
300796.SZ,贝斯美,14.65,-0.745,7162.5,4235,33,300796
688259.SH,创耀科技,42.08,-4.233,7162.5,4234,17,688259
002991.SZ,甘源食品,68.03,-1.946,7162.0,4236,33,002991
603039.SH,泛微网络,33.20,-4.268,7159.5,4237,17,603039
300907.SZ,康平科技,17.12,-4.995,7148.0,4238,33,300907
301115.SZ,建科股份,14.73,-3.726,7147.0,4239,33,301115
603137.SH,恒尚节能,14.06,-3.896,7141.0,4240,17,603137
688222.SH,成都先导,11.35,-5.731,7139.5,4241,17,688222
300571.SZ,平治信息,20.49,-6.009,7139.0,4242,33,300571
834021.BJ,流金科技,2.85,-7.166,7136.0,4243,151,834021
002513.SZ,蓝丰生化,3.37,-6.128,7134.0,4244,33,002513
001223.SZ,欧克科技,34.58,-5.052,7133.5,4245,33,001223
688425.SH,铁建重工,3.79,-0.785,7129.0,4246,17,688425
002826.SZ,易明医药,7.84,-4.507,7128.5,4247,33,002826
600082.SH,海泰发展,2.04,-5.991,7124.0,4248,17,600082
300774.SZ,倍杰特,6.86,-3.922,7114.5,4249,33,300774
600829.SH,人民同泰,5.73,-3.698,7109.0,4250,17,600829
603093.SH,南华期货,9.22,-3.557,7108.5,4251,17,603093
600917.SH,重庆燃气,5.66,-2.749,7106.5,4252,17,600917
834407.BJ,驰诚股份,9.23,-0.324,7106.0,4253,151,834407
300642.SZ,透景生命,11.58,-5.469,7098.5,4254,33,300642
603909.SH,建发合诚,8.41,-8.587,7090.0,4255,17,603909
603081.SH,大丰实业,9.84,-3.150,7085.5,4256,17,603081
300119.SZ,瑞普生物,14.45,-2.167,7078.5,4257,33,300119
601279.SH,英利汽车,4.45,-4.711,7065.0,4258,17,601279
301257.SZ,普蕊斯,29.32,-4.433,7062.5,4259,33,301257
600193.SH,创兴资源,3.42,-2.006,7057.5,4260,17,600193
603278.SH,大业股份,7.04,-3.030,7038.0,4261,17,603278
603213.SH,镇洋发展,7.82,-4.518,7036.5,4262,17,603213
834415.BJ,恒拓开源,5.82,-9.063,7034.5,4263,151,834415
688663.SH,新风光,23.92,-4.663,7018.0,4264,17,688663
688049.SH,炬芯科技,24.71,-4.225,7012.0,4265,17,688049
601886.SH,江河集团,5.43,-4.233,7011.0,4266,17,601886
301377.SZ,鼎泰高科,15.15,-2.321,7007.5,4267,33,301377
300298.SZ,三诺生物,26.85,-3.278,6999.0,4268,33,300298
002983.SZ,芯瑞达,19.92,-3.535,6983.5,4269,33,002983
300512.SZ,中亚股份,5.47,-6.336,6982.0,4270,33,300512
603229.SH,奥翔药业,10.56,-3.208,6979.0,4271,17,603229
603008.SH,喜临门,19.15,-1.085,6975.0,4272,17,603008
300555.SZ,ST路通,5.74,-3.041,6962.0,4273,33,300555
600099.SH,林海股份,6.75,-5.858,6957.0,4274,17,600099
300055.SZ,万邦达,4.13,-5.708,6944.0,4276,33,300055
430139.BJ,华岭股份,10.26,1.988,6944.0,4275,151,430139
603171.SH,税友股份,20.41,-5.553,6941.5,4277,17,603171
301045.SZ,天禄科技,17.57,-5.588,6940.0,4278,33,301045
603639.SH,海利尔,13.31,-4.861,6921.5,4279,17,603639
002332.SZ,仙琚制药,11.79,-1.995,6912.0,4280,33,002332
301024.SZ,霍普股份,17.51,-6.213,6896.5,4281,33,301024
688321.SH,微芯生物,20.04,-4.207,6892.0,4282,17,688321
002275.SZ,桂林三金,13.06,-2.172,6889.0,4283,33,002275
002107.SZ,沃华医药,3.96,-4.808,6880.5,4284,33,002107
600376.SH,首开股份,2.41,-3.984,6879.0,4285,17,600376
603226.SH,菲林格尔,2.99,-7.143,6878.5,4287,17,603226
688432.SH,有研硅,9.65,-1.531,6878.5,4286,17,688432
301290.SZ,东星医疗,19.76,-5.860,6874.0,4288,33,301290
600433.SH,冠豪高新,2.78,-2.797,6864.5,4289,17,600433
000551.SZ,创元科技,8.84,-3.913,6863.0,4290,33,000551
300436.SZ,广生堂,15.21,-5.469,6858.5,4292,33,300436
688699.SH,明微电子,27.20,-5.160,6858.5,4291,17,688699
301067.SZ,显盈科技,17.19,-6.117,6854.0,4293,33,301067
300705.SZ,九典制药,25.80,-2.273,6842.5,4294,33,300705
600966.SH,博汇纸业,5.23,-2.425,6834.5,4295,17,600966
688328.SH,深科达,12.98,-6.282,6826.5,4296,17,688328
603155.SH,新亚强,14.18,-5.023,6811.5,4297,17,603155
002879.SZ,长缆科技,12.79,-4.623,6804.5,4298,33,002879
603309.SH,维力医疗,11.28,-2.842,6803.0,4299,17,603309
603337.SH,杰克股份,27.42,1.330,6791.5,4300,17,603337
300025.SZ,华星创业,8.82,-4.026,6789.5,4301,33,300025
002880.SZ,卫光生物,28.90,-2.922,6777.0,4302,33,002880
688516.SH,奥特维,54.08,-2.611,6774.0,4303,17,688516
000531.SZ,穗恒运A,5.51,-2.131,6773.5,4304,33,000531
601566.SH,九牧王,8.97,-5.079,6767.5,4305,17,601566
600648.SH,外高桥,9.06,-1.522,6766.5,4306,17,600648
002825.SZ,纳尔股份,6.34,-4.662,6753.0,4308,33,002825
300121.SZ,阳谷华泰,7.87,-2.599,6753.0,4307,33,300121
603103.SH,横店影视,14.47,-3.016,6752.5,4309,17,603103
301355.SZ,南王科技,9.93,-5.338,6741.5,4310,33,301355
688170.SH,德龙激光,22.01,-5.860,6740.5,4311,17,688170
300388.SZ,节能国祯,5.57,-3.966,6726.5,4312,33,300388
838030.BJ,德众汽车,3.81,-6.618,6726.0,4313,151,838030
000685.SZ,中山公用,7.28,-1.355,6723.5,4314,33,000685
688560.SH,明冠新材,11.06,-5.551,6721.5,4315,17,688560
603997.SH,继峰股份,11.25,-1.918,6719.5,4316,17,603997
688181.SH,八亿时空,16.53,-5.000,6717.5,4317,17,688181
300910.SZ,瑞丰新材,47.32,-0.546,6710.0,4318,33,300910
688443.SH,智翔金泰,32.07,-7.765,6709.5,4319,17,688443
603156.SH,养元饮品,23.24,-0.853,6708.0,4320,17,603156
300865.SZ,大宏立,14.75,-8.556,6707.5,4321,33,300865
002048.SZ,宁波华翔,13.94,-2.244,6704.5,4323,33,002048
300187.SZ,永清环保,5.42,-4.409,6704.5,4322,33,300187
003016.SZ,欣贺股份,6.29,-6.399,6690.0,4324,33,003016
300802.SZ,矩子科技,14.72,-4.478,6684.0,4325,33,300802
002637.SZ,赞宇科技,8.87,-2.313,6679.5,4326,33,002637
688099.SH,晶晨股份,55.79,-1.640,6675.0,4327,17,688099
001230.SZ,劲旅环境,13.37,-5.312,6670.5,4328,33,001230
600618.SH,氯碱化工,9.15,-1.719,6665.5,4329,17,600618
600615.SH,丰华股份,9.01,-6.922,6656.5,4330,17,600615
603886.SH,元祖股份,14.95,-1.255,6656.0,4331,17,603886
301020.SZ,密封科技,15.26,-5.803,6655.0,4332,33,301020
688251.SH,井松智能,16.72,-5.590,6654.5,4333,17,688251
300625.SZ,三雄极光,10.25,-4.740,6645.0,4335,33,300625
301053.SZ,远信工业,17.83,-5.811,6645.0,4334,33,301053
688090.SH,瑞松科技,26.68,-2.699,6637.5,4336,17,688090
600486.SH,扬农化工,59.51,-1.146,6634.5,4337,17,600486
605005.SH,合兴股份,15.89,-1.974,6626.0,4338,17,605005
301200.SZ,大族数控,31.78,-3.375,6618.0,4339,33,301200
300998.SZ,宁波方正,23.73,0.127,6617.5,4340,33,300998
688548.SH,广钢气体,9.40,-0.948,6616.0,4341,17,688548
688139.SH,海尔生物,39.72,1.327,6613.5,4342,17,688139
688778.SH,厦钨新能,34.57,-2.893,6607.5,4343,17,688778
300615.SZ,欣天科技,8.76,-6.410,6604.0,4344,33,300615
688475.SH,萤石网络,39.46,-0.755,6600.0,4345,17,688475
600826.SH,兰生股份,8.05,-2.660,6597.5,4346,17,600826
300871.SZ,回盛生物,10.21,-5.985,6596.5,4347,33,300871
603355.SH,莱克电气,26.19,-0.380,6582.5,4348,17,603355
688200.SH,华峰测控,105.01,-3.563,6582.0,4349,17,688200
603031.SH,安孚科技,25.20,-2.174,6579.5,4350,17,603031
688029.SH,南微医学,65.11,-2.281,6567.5,4351,17,688029
002932.SZ,明德生物,18.48,-0.485,6558.5,4353,33,002932
688636.SH,智明达,24.54,-7.917,6558.5,4352,17,688636
002219.SZ,新里程,2.08,-3.256,6558.0,4354,33,002219
603511.SH,爱慕股份,12.55,-3.536,6552.5,4355,17,603511
603330.SH,天洋新材,4.94,-3.891,6551.5,4356,17,603330
301196.SZ,唯科科技,27.28,-4.180,6551.0,4357,33,301196
600908.SH,无锡银行,5.42,-0.551,6548.5,4358,17,600908
301190.SZ,善水科技,15.30,0.197,6548.0,4359,33,301190
871642.BJ,通易航天,7.60,-7.767,6543.0,4360,151,871642
300755.SZ,华致酒行,15.71,-4.090,6533.5,4361,33,300755
300301.SZ,*ST长方,1.26,-3.077,6529.5,4362,33,300301
600833.SH,第一医药,10.40,-0.288,6522.5,4363,17,600833
002365.SZ,永安药业,7.06,-3.155,6520.5,4365,33,002365
603976.SH,正川股份,14.22,-4.500,6520.5,4364,17,603976
600421.SH,华嵘控股,4.89,-6.501,6514.0,4366,17,600421
000668.SZ,荣丰控股,5.72,-4.667,6509.0,4367,33,000668
002753.SZ,永东股份,5.76,-4.951,6507.5,4368,33,002753
605288.SH,凯迪股份,31.18,-2.654,6506.5,4369,17,605288
603398.SH,沐邦高科,17.21,-3.315,6496.5,4370,17,603398
603980.SH,吉华集团,3.62,-5.729,6488.5,4371,17,603980
688660.SH,电气风电,2.95,-6.051,6476.5,4372,17,688660
600462.SH,*ST九有,1.11,-5.128,6467.0,4373,22,600462
688160.SH,步科股份,41.93,-5.542,6463.5,4374,17,688160
002678.SZ,珠江钢琴,3.63,-6.684,6462.0,4375,33,002678
688567.SH,孚能科技,11.08,-3.568,6460.5,4376,17,688567
301148.SZ,嘉戎技术,15.64,-5.840,6456.5,4377,33,301148
300517.SZ,海波重科,8.19,-6.826,6455.5,4378,33,300517
300636.SZ,同和药业,9.99,-0.991,6451.5,4379,33,300636
688613.SH,奥精医疗,11.78,-5.533,6444.0,4380,17,688613
301336.SZ,趣睡科技,28.41,-5.583,6443.0,4381,33,301336
688458.SH,美芯晟,34.06,-4.993,6440.0,4382,17,688458
603101.SH,汇嘉时代,4.91,-2.579,6437.0,4383,17,603101
300406.SZ,九强生物,17.21,-0.750,6431.0,4384,33,300406
001234.SZ,泰慕士,16.04,-5.201,6430.0,4385,33,001234
600848.SH,上海临港,10.55,-1.217,6428.0,4386,17,600848
600782.SH,新钢股份,3.63,-1.626,6423.5,4387,17,600782
603680.SH,今创集团,6.64,-6.479,6418.5,4388,17,603680
688596.SH,正帆科技,33.79,-0.618,6417.5,4389,17,688596
603325.SH,博隆技术,72.64,-2.953,6416.0,4390,17,603325
605189.SH,富春染织,10.87,-4.816,6401.5,4391,17,605189
688179.SH,阿拉丁,9.72,-4.237,6392.5,4392,17,688179
600824.SH,益民集团,2.99,-2.606,6387.5,4393,17,600824
603057.SH,紫燕食品,16.77,-3.676,6378.0,4394,17,603057
688089.SH,嘉必优,13.74,-5.632,6376.5,4395,17,688089
603102.SH,百合股份,30.86,-3.563,6375.0,4396,17,603102
300630.SZ,普利制药,,,6369.5,4397,33,300630
300150.SZ,世纪瑞尔,2.45,-8.582,6365.5,4398,33,300150
600834.SH,申通地铁,6.57,-2.667,6355.5,4399,17,600834
301056.SZ,森赫股份,7.39,-7.044,6344.5,4400,33,301056
002545.SZ,东方铁塔,7.15,-1.651,6338.5,4401,33,002545
603677.SH,奇精机械,11.34,-3.325,6336.5,4402,17,603677
003030.SZ,祖名股份,14.81,-4.204,6334.0,4403,33,003030
300839.SZ,博汇股份,6.64,-4.046,6328.0,4404,33,300839
003017.SZ,大洋生物,15.61,-6.021,6323.5,4405,33,003017
835185.BJ,贝特瑞,17.66,-0.619,6319.5,4406,151,835185
300848.SZ,美瑞新材,15.40,-2.470,6316.5,4407,33,300848
600673.SH,东阳光,8.15,-0.610,6314.0,4408,17,600673
603615.SH,茶花股份,11.94,-6.573,6309.0,4409,17,603615
688268.SH,华特气体,51.95,-0.192,6301.5,4410,17,688268
688109.SH,品茗科技,25.03,-8.046,6301.0,4411,17,688109
601801.SH,皖新传媒,6.89,-1.431,6295.5,4412,17,601801
603609.SH,禾丰股份,6.88,-4.444,6289.5,4413,17,603609
600112.SH,*ST天成,1.28,-5.185,6287.5,4414,22,600112
003006.SZ,百亚股份,23.21,-0.215,6286.5,4415,33,003006
603758.SH,秦安股份,7.79,-4.182,6282.5,4416,17,603758
301002.SZ,崧盛股份,12.85,-7.421,6272.0,4417,33,301002
688326.SH,经纬恒润,66.13,-4.020,6260.0,4418,17,688326
002485.SZ,ST雪发,2.98,-0.667,6258.0,4419,33,002485
300441.SZ,鲍斯股份,5.78,-4.463,6257.5,4420,33,300441
002569.SZ,ST步森,5.40,-4.594,6250.0,4421,33,002569
300564.SZ,筑博设计,8.08,-8.077,6249.5,4422,33,300564
002692.SZ,远程股份,3.44,-3.642,6241.0,4423,33,002692
688015.SH,交控科技,17.59,-5.022,6236.5,4424,17,688015
688603.SH,天承科技,45.64,-0.088,6232.5,4425,17,688603
605098.SH,行动教育,45.44,-2.989,6229.0,4426,17,605098
600488.SH,津药药业,3.61,-3.217,6224.0,4427,17,600488
600423.SH,柳化股份,2.34,-6.400,6221.5,4428,17,600423
301363.SZ,美好医疗,26.00,-2.402,6215.5,4429,33,301363
301125.SZ,腾亚精工,11.04,-7.615,6211.5,4430,33,301125
605188.SH,国光连锁,6.08,-4.403,6203.0,4431,17,605188
002393.SZ,力生制药,16.28,-2.281,6191.5,4433,33,002393
002718.SZ,友邦吊顶,9.93,-7.714,6191.5,4432,33,002718
688333.SH,铂力特,59.20,-2.967,6183.5,4434,17,688333
301300.SZ,远翔新材,20.02,-7.014,6183.0,4435,33,301300
300594.SZ,朗进科技,14.40,-4.000,6175.5,4436,33,300594
603681.SH,永冠新材,12.72,-5.287,6174.0,4437,17,603681
000601.SZ,韶能股份,3.77,-3.827,6168.0,4438,33,000601
002105.SZ,信隆健康,4.01,-6.527,6167.5,4441,33,002105
600780.SH,通宝能源,6.52,-2.541,6167.5,4440,17,600780
688208.SH,道通科技,24.12,-2.742,6167.5,4439,17,688208
600543.SH,*ST莫高,4.83,-4.921,6163.5,4442,22,600543
300619.SZ,金银河,35.38,-1.173,6160.0,4443,33,300619
600793.SH,宜宾纸业,9.25,-3.746,6150.5,4444,17,600793
002778.SZ,中晟高科,9.93,-7.109,6146.0,4445,33,002778
600356.SH,恒丰纸业,5.89,-3.443,6142.5,4446,17,600356
605068.SH,明新旭腾,13.62,-4.287,6134.5,4447,17,605068
688365.SH,光云科技,5.99,-7.704,6132.0,4448,17,688365
000906.SZ,浙商中拓,7.09,-3.537,6129.0,4450,33,000906
603637.SH,镇海股份,6.09,-4.396,6129.0,4449,17,603637
603701.SH,德宏股份,9.82,-4.937,6127.0,4451,17,603701
002293.SZ,罗莱生活,8.73,-0.229,6126.5,4452,33,002293
300961.SZ,深水海纳,7.25,-6.812,6124.0,4453,33,300961
301075.SZ,多瑞医药,15.35,-6.744,6121.0,4455,33,301075
603020.SH,爱普股份,6.60,-3.226,6121.0,4454,17,603020
300816.SZ,艾可蓝,22.90,-6.032,6115.5,4456,33,300816
301353.SZ,普莱得,23.10,-2.243,6103.5,4457,33,301353
600662.SH,外服控股,4.26,-3.182,6103.0,4458,17,600662
600668.SH,尖峰集团,8.41,-3.222,6101.5,4459,17,600668
605555.SH,德昌股份,19.32,-2.963,6097.5,4460,17,605555
688819.SH,天能股份,26.75,-0.926,6096.5,4461,17,688819
002348.SZ,高乐股份,2.53,-3.435,6092.0,4463,33,002348
600403.SH,大有能源,2.65,-3.986,6092.0,4462,17,600403
001218.SZ,丽臣实业,15.86,-3.352,6091.5,4464,33,001218
301198.SZ,喜悦智行,7.27,-7.033,6088.0,4466,33,301198
605365.SH,立达信,16.25,-2.402,6088.0,4465,17,605365
688478.SH,晶升股份,27.66,-3.557,6084.5,4467,17,688478
688226.SH,威腾电气,19.81,-7.430,6077.0,4468,17,688226
688189.SH,南新制药,5.30,-7.666,6065.5,4469,17,688189
300084.SZ,海默科技,5.29,-4.685,6064.5,4470,33,300084
300849.SZ,锦盛新材,12.59,-1.177,6050.0,4471,33,300849
688316.SH,青云科技,30.22,-4.337,6042.0,4473,17,688316
688800.SH,瑞可达,27.72,-3.917,6042.0,4472,17,688800
002144.SZ,宏达高科,8.11,-4.588,6040.5,4475,33,002144
688387.SH,信科移动,5.16,-1.338,6040.5,4474,17,688387
688058.SH,宝兰德,29.14,-3.542,6034.0,4476,17,688058
001336.SZ,楚环科技,18.70,-3.008,6029.0,4477,33,001336
605080.SH,浙江自然,16.31,-3.776,6023.0,4478,17,605080
300969.SZ,恒帅股份,78.40,-3.804,6021.5,4479,33,300969
002763.SZ,汇洁股份,6.78,-2.165,6020.0,4480,33,002763
603053.SH,成都燃气,9.87,-1.201,6008.5,4481,17,603053
300946.SZ,恒而达,21.81,-4.635,6007.0,4482,33,300946
001205.SZ,盛航股份,16.51,-2.825,6004.5,4483,33,001205
002556.SZ,辉隆股份,4.66,-2.714,6002.5,4484,33,002556
688084.SH,晶品特装,46.09,-8.769,6001.0,4485,17,688084
002109.SZ,兴化股份,3.23,-5.556,5997.5,4486,33,002109
600784.SH,鲁银投资,4.77,-1.650,5984.5,4487,17,600784
603883.SH,老百姓,33.06,-0.241,5981.5,4488,17,603883
301055.SZ,张小泉,10.27,-5.952,5975.5,4489,33,301055
300519.SZ,新光药业,10.72,-4.711,5973.0,4490,33,300519
600308.SH,华泰股份,3.38,-2.594,5970.0,4491,17,600308
600182.SH,S佳通,13.66,-1.727,5966.0,4492,17,600182
301333.SZ,诺思格,39.81,-3.817,5964.0,4493,33,301333
603307.SH,扬州金泉,32.50,-4.384,5955.5,4494,17,603307
001256.SZ,炜冈科技,13.33,-1.985,5954.0,4495,33,001256
301234.SZ,五洲医疗,20.18,-6.790,5951.0,4496,33,301234
301222.SZ,浙江恒威,21.54,-6.713,5949.0,4497,33,301222
300190.SZ,维尔利,2.80,-5.085,5935.0,4498,33,300190
603638.SH,艾迪精密,15.01,-2.024,5932.5,4499,17,603638
003020.SZ,立方制药,19.66,-3.722,5926.5,4500,33,003020
000088.SZ,盐田港,4.65,-0.853,5910.0,4501,33,000088
300703.SZ,创源股份,7.65,-5.672,5909.0,4502,33,300703
300981.SZ,中红医疗,10.23,-5.278,5903.5,4504,33,300981
603368.SH,柳药集团,21.07,-0.660,5903.5,4503,17,603368
300622.SZ,博士眼镜,13.38,-4.701,5888.0,4505,33,300622
001202.SZ,炬申股份,11.47,-5.207,5882.0,4506,33,001202
300132.SZ,青松股份,3.59,-5.277,5878.5,4507,33,300132
002836.SZ,新宏泽,5.58,-7.155,5855.0,4508,33,002836
002833.SZ,弘亚数控,19.99,-1.721,5845.5,4509,33,002833
688100.SH,威胜信息,37.19,-0.694,5842.0,4510,17,688100
300851.SZ,交大思诺,22.40,-1.668,5839.0,4511,33,300851
002054.SZ,德美化工,4.92,-5.019,5836.5,4512,33,002054
300553.SZ,集智股份,22.71,-4.740,5818.0,4513,33,300553
603385.SH,惠达卫浴,5.54,-6.102,5817.5,4514,17,603385
301102.SZ,兆讯传媒,11.67,-6.340,5813.5,4515,33,301102
688159.SH,有方科技,31.77,-5.418,5812.5,4516,17,688159
603558.SH,健盛集团,10.47,-3.857,5812.0,4517,17,603558
301023.SZ,江南奕帆,27.60,-4.498,5803.0,4518,33,301023
605255.SH,天普股份,11.37,-6.497,5800.5,4519,17,605255
688408.SH,中信博,100.68,-0.277,5788.5,4520,17,688408
001367.SZ,海森药业,35.30,-4.076,5787.5,4521,33,001367
600676.SH,交运股份,2.87,-4.651,5785.0,4522,17,600676
603587.SH,地素时尚,12.33,-1.360,5783.5,4523,17,603587
300808.SZ,久量股份,15.02,-5.057,5773.5,4524,33,300808
301108.SZ,洁雅股份,25.85,-3.256,5773.0,4525,33,301108
603822.SH,嘉澳环保,18.63,-4.998,5772.5,4526,17,603822
001231.SZ,农心科技,14.29,-5.801,5766.5,4527,33,001231
300959.SZ,线上线下,21.92,-7.354,5766.0,4528,33,300959
603115.SH,海星股份,10.42,-5.100,5764.0,4529,17,603115
300452.SZ,山河药辅,12.07,-2.109,5763.5,4530,33,300452
300804.SZ,广康生化,20.24,-5.509,5763.0,4531,33,300804
603515.SH,欧普照明,19.47,-1.318,5761.5,4533,17,603515
605138.SH,盛泰集团,4.88,-5.426,5761.5,4532,17,605138
301122.SZ,采纳股份,19.31,-5.713,5754.5,4534,33,301122
300289.SZ,利德曼,3.92,-5.769,5750.5,4535,33,300289
688176.SH,亚虹医药,5.32,-5.000,5749.5,4536,17,688176
688308.SH,欧科亿,22.68,-4.706,5744.0,4537,17,688308
600429.SH,三元股份,3.88,-3.483,5741.5,4538,17,600429
688716.SH,中研股份,20.55,-6.421,5734.0,4539,17,688716
688018.SH,乐鑫科技,73.80,-1.469,5730.5,4541,17,688018
688517.SH,金冠电气,11.85,-7.132,5730.5,4540,17,688517
688119.SH,中钢洛耐,3.40,-5.028,5729.5,4542,17,688119
603867.SH,新化股份,24.67,-1.713,5728.5,4543,17,603867
000030.SZ,富奥股份,5.33,-2.914,5728.0,4544,33,000030
605300.SH,佳禾食品,12.25,-4.072,5723.5,4545,17,605300
688401.SH,路维光电,25.72,-2.465,5714.0,4546,17,688401
603608.SH,*ST天创,2.51,-4.924,5707.0,4547,22,603608
605006.SH,山东玻纤,4.72,-5.030,5706.0,4548,17,605006
002221.SZ,东华能源,8.74,-0.569,5705.0,4549,33,002221
688128.SH,中国电研,17.80,-2.785,5704.0,4550,17,688128
836720.BJ,吉冈精密,7.49,-5.786,5703.0,4551,151,836720
000553.SZ,安道麦A,5.24,-4.205,5699.5,4552,33,000553
688213.SH,思特威,49.10,0.635,5693.5,4553,17,688213
300908.SZ,仲景食品,29.50,-1.601,5691.0,4554,33,300908
603239.SH,浙江仙通,14.10,-2.083,5684.5,4555,17,603239
300103.SZ,达刚控股,3.41,-8.086,5684.0,4557,33,300103
688199.SH,久日新材,17.91,-4.835,5684.0,4556,17,688199
870726.BJ,鸿智科技,10.90,-6.035,5679.0,4558,151,870726
688608.SH,恒玄科技,131.00,-1.035,5671.5,4559,17,688608
000915.SZ,华特达因,32.70,-0.396,5666.5,4560,33,000915
003011.SZ,海象新材,13.00,-3.130,5633.0,4561,33,003011
002267.SZ,陕天然气,7.65,-1.797,5629.0,4562,33,002267
605089.SH,味知香,23.25,-3.886,5628.5,4563,17,605089
603856.SH,东宏股份,9.97,-3.672,5612.5,4564,17,603856
603915.SH,国茂股份,13.15,-4.503,5609.5,4565,17,603915
601512.SH,中新集团,8.19,-2.384,5608.0,4566,17,601512
