股票代码,股票简称,最新价,最新涨跌幅,个股热度[20240606],个股热度排名[20240606],market_code,code
301392.SZ,汇成真空,92.00,-11.590,3701910.0,1,33,301392
600501.SH,航天晨光,17.22,4.364,3351747.0,2,17,600501
600171.SH,上海贝岭,18.80,10.006,2675504.0,3,17,600171
601138.SH,工业富联,26.07,10.000,1926661.5,4,17,601138
002156.SZ,通富微电,23.58,3.877,1497948.5,5,33,002156
002607.SZ,中公教育,1.82,2.825,1426432.0,6,33,002607
301176.SZ,逸豪新材,22.56,20.000,1418844.0,7,33,301176
601012.SH,隆基绿能,17.18,-6.018,1413898.0,8,17,601012
002085.SZ,万丰奥威,14.12,-5.929,1124036.5,9,33,002085
600101.SH,明星电力,15.20,3.191,1106439.5,10,17,600101
601919.SH,中远海控,16.85,1.629,1084560.0,11,17,601919
001696.SZ,宗申动力,12.23,-4.078,1078952.5,12,33,001696
300641.SZ,正丹股份,26.65,2.225,1030886.0,13,33,300641
601127.SH,赛力斯,87.70,0.758,1008597.0,14,17,601127
605258.SH,协和电子,31.43,10.011,928430.0,15,17,605258
301306.SZ,西测测试,51.49,1.900,912136.0,16,33,301306
002869.SZ,金溢科技,25.05,5.164,890780.0,17,33,002869
300576.SZ,容大感光,39.09,4.968,770021.0,18,33,300576
000564.SZ,供销大集,2.02,-6.482,725145.5,19,33,000564
601020.SH,华钰矿业,15.00,3.377,721604.0,20,17,601020
000625.SZ,长安汽车,13.19,-2.585,716447.5,21,33,000625
300956.SZ,英力股份,21.60,-6.291,705747.0,22,33,300956
300293.SZ,蓝英装备,16.79,13.753,688659.0,23,33,300293
600895.SH,张江高科,19.99,2.303,654753.5,24,17,600895
601028.SH,玉龙股份,14.06,10.016,638181.0,25,17,601028
600900.SH,长江电力,28.03,0.250,611298.5,26,17,600900
000977.SZ,浪潮信息,36.71,2.370,593926.0,27,33,000977
600766.SH,退市园城,0.38,8.571,578725.5,28,21,600766
300552.SZ,万集科技,40.78,-1.759,571968.5,29,33,300552
002654.SZ,万润科技,10.96,-2.230,565586.0,30,33,002654
300040.SZ,九洲集团,7.06,1.437,563057.0,31,33,300040
300046.SZ,台基股份,16.00,2.894,536113.0,32,33,300046
000938.SZ,紫光股份,22.68,3.467,533587.5,33,33,000938
601136.SH,首创证券,21.13,0.956,508812.0,34,17,601136
300637.SZ,扬帆新材,9.78,-10.522,503529.5,35,33,300637
300739.SZ,明阳电路,13.31,20.018,492430.5,36,33,300739
603105.SH,芯能科技,10.40,6.014,486752.5,37,17,603105
000002.SZ,万科A,8.02,-1.110,482560.0,38,33,000002
002459.SZ,晶澳科技,14.13,-5.800,479767.5,39,33,002459
000037.SZ,深南电A,10.85,10.041,478915.0,40,33,000037
000519.SZ,中兵红箭,14.49,-3.142,476759.5,41,33,000519
603530.SH,神马电力,29.95,9.989,465549.0,42,17,603530
603259.SH,药明康德,42.58,-0.746,463045.5,43,17,603259
301361.SZ,众智科技,26.90,-14.873,456017.0,44,33,301361
300656.SZ,民德电子,25.68,20.000,449333.5,45,33,300656
002594.SZ,比亚迪,238.50,-0.951,436314.5,46,33,002594
600584.SH,长电科技,27.95,2.682,432815.0,47,17,600584
300722.SZ,新余国科,27.48,4.328,425398.0,48,33,300722
000692.SZ,惠天热电,3.46,-5.722,424040.5,49,33,000692
600724.SH,宁波富达,4.40,10.000,420339.5,50,17,600724
600733.SH,北汽蓝谷,6.83,-3.121,412131.5,51,17,600733
600889.SH,南京化纤,4.92,-7.170,406676.0,52,17,600889
601766.SH,中国中车,7.11,3.044,395380.0,53,17,601766
601857.SH,中国石油,9.99,2.252,393762.5,54,17,601857
601179.SH,中国西电,7.25,-2.815,388750.5,55,17,601179
002129.SZ,TCL中环,10.45,0.288,384832.0,56,33,002129
600843.SH,上工申贝,7.06,-9.138,380215.5,57,17,600843
300822.SZ,贝仕达克,15.92,-4.728,372876.5,58,33,300822
300308.SZ,中际旭创,125.42,4.831,371434.0,59,33,300308
000982.SZ,中银绒业,0.49,-9.259,368199.5,60,33,000982
002579.SZ,中京电子,7.62,9.957,364837.5,61,33,002579
002463.SZ,沪电股份,34.13,3.456,363482.5,62,33,002463
600203.SH,福日电子,5.99,-10.060,358121.5,63,17,600203
000793.SZ,华闻集团,0.92,-3.158,352579.0,64,33,000793
300672.SZ,国科微,59.53,-3.109,346161.0,65,33,300672
600653.SH,申华控股,1.55,-9.884,345223.0,66,17,600653
002130.SZ,沃尔核材,12.70,-0.470,344530.0,67,33,002130
002655.SZ,共达电声,11.70,0.775,344211.0,68,33,002655
301550.SZ,斯菱股份,47.06,-16.263,340012.5,69,33,301550
000520.SZ,凤凰航运,3.38,2.424,338085.5,70,33,000520
002676.SZ,顺威股份,5.36,7.200,333418.0,71,33,002676
300177.SZ,中海达,5.96,-16.643,330918.5,72,33,300177
002055.SZ,得润电子,6.31,-9.986,329962.5,73,33,002055
301487.SZ,盟固利,27.70,-4.974,325930.5,74,33,301487
002590.SZ,万安科技,14.54,-7.330,325917.0,75,33,002590
601899.SH,紫金矿业,17.59,3.167,325145.0,76,17,601899
000099.SZ,中信海直,16.95,-4.615,321351.0,77,33,000099
000628.SZ,高新发展,45.00,0.267,319050.0,78,33,000628
300139.SZ,晓程科技,12.39,8.021,317821.5,79,33,300139
002815.SZ,崇达技术,8.91,9.058,317052.5,80,33,002815
300563.SZ,神宇股份,27.56,-0.470,309678.0,81,33,300563
000021.SZ,深科技,13.86,1.912,308869.5,82,33,000021
301041.SZ,金百泽,28.96,20.017,307280.0,83,33,301041
605358.SH,立昂微,23.98,10.000,306875.0,84,17,605358
300292.SZ,吴通控股,3.39,-13.741,306363.0,85,33,300292
301566.SZ,达利凯普,20.08,7.380,305199.5,86,33,301566
300290.SZ,荣科科技,10.55,-2.855,299088.5,87,33,300290
300643.SZ,万通智控,13.35,5.617,298966.5,88,33,300643
301251.SZ,威尔高,33.82,20.014,295731.5,89,33,301251
603019.SH,中科曙光,40.02,0.654,294830.5,90,17,603019
300270.SZ,中威电子,5.96,-18.356,293949.0,91,33,300270
300418.SZ,昆仑万维,34.24,-1.807,291730.0,92,33,300418
300262.SZ,*ST巴安,0.70,20.690,290666.5,93,33,300262
600428.SH,中远海特,6.97,5.927,289893.5,94,17,600428
601985.SH,中国核电,10.15,-0.197,289336.5,95,17,601985
000063.SZ,中兴通讯,27.24,0.295,288331.5,96,33,000063
002269.SZ,美邦服饰,1.12,-8.943,287277.0,97,33,002269
000560.SZ,我爱我家,2.44,-3.557,286994.0,98,33,000560
300342.SZ,天银机电,15.04,-5.528,286899.0,99,33,300342
003026.SZ,中晶科技,31.53,10.014,286776.0,100,33,003026
603009.SH,北特科技,20.98,-7.942,277672.5,101,17,603009
002049.SZ,紫光国微,56.93,-1.607,277651.0,102,33,002049
601888.SH,中国中免,72.41,-1.268,276747.5,103,17,601888
603679.SH,华体科技,12.28,-0.968,274084.5,104,17,603679
000702.SZ,正虹科技,4.86,-8.475,272164.0,105,33,000702
300666.SZ,江丰电子,49.86,5.301,271863.5,106,33,300666
301132.SZ,满坤科技,23.40,1.430,270395.0,107,33,301132
603528.SH,多伦科技,6.66,-1.915,269994.0,108,17,603528
601088.SH,中国神华,44.16,3.298,269054.5,109,17,601088
300496.SZ,中科创达,56.50,0.516,268401.5,110,33,300496
002922.SZ,伊戈尔,22.18,5.069,262972.5,111,33,002922
300502.SZ,新易盛,93.78,0.493,262138.5,112,33,300502
688981.SH,中芯国际,46.80,1.474,260705.0,113,17,688981
000737.SZ,北方铜业,10.31,0.881,257978.5,114,33,000737
300814.SZ,中富电路,32.48,3.341,255626.0,115,33,300814
000100.SZ,TCL科技,4.47,1.131,251513.0,116,33,000100
300265.SZ,通光线缆,7.24,-7.180,251503.0,117,33,300265
600519.SH,贵州茅台,1639.81,-0.255,248183.0,118,17,600519
600435.SH,北方导航,9.92,-6.327,246612.0,119,17,600435
603986.SH,兆易创新,83.15,-1.911,245289.5,120,17,603986
600795.SH,国电电力,5.87,2.802,243154.5,121,17,600795
600031.SH,三一重工,16.16,2.473,242243.0,122,17,600031
000333.SZ,美的集团,65.76,2.879,240338.5,123,33,000333
603890.SH,春秋电子,9.56,-4.876,240085.5,124,17,603890
300787.SZ,海能实业,12.04,20.040,239487.5,125,33,300787
002456.SZ,欧菲光,7.67,-2.043,239050.0,126,33,002456
301368.SZ,丰立智能,50.18,2.304,238732.0,127,33,301368
300750.SZ,宁德时代,204.79,0.328,238623.5,128,33,300750
300083.SZ,创世纪,6.78,0.594,236405.0,129,33,300083
600150.SH,中国船舶,38.18,1.166,235053.0,130,17,600150
300059.SZ,东方财富,12.26,-0.809,234868.5,131,33,300059
300162.SZ,雷曼光电,7.23,-4.868,233915.0,132,33,300162
301536.SZ,星宸科技,39.31,-6.338,232301.5,133,33,301536
301369.SZ,联动科技,49.08,6.905,232196.5,134,33,301369
000422.SZ,湖北宜化,12.72,3.331,230875.0,135,33,000422
000875.SZ,吉电股份,5.67,0.532,228802.0,136,33,000875
002241.SZ,歌尔股份,17.42,0.577,225417.5,137,33,002241
300394.SZ,天孚通信,91.25,1.603,224697.5,138,33,300394
002865.SZ,钧达股份,47.94,-7.488,223216.0,139,33,002865
301517.SZ,陕西华达,59.88,-2.792,221551.5,140,33,301517
600830.SH,香溢融通,6.52,-3.407,221376.5,141,17,600830
600719.SH,大连热电,8.87,0.453,218542.5,142,17,600719
002610.SZ,ST爱康,0.52,-5.455,217072.5,143,33,002610
600996.SH,贵广网络,8.76,-2.558,214650.0,144,17,600996
002475.SZ,立讯精密,33.10,0.669,214629.5,145,33,002475
600383.SH,金地集团,4.11,-0.243,214517.0,146,17,600383
003008.SZ,开普检测,18.84,9.983,213731.0,147,33,003008
002273.SZ,水晶光电,15.90,5.929,213419.0,148,33,002273
300647.SZ,超频三,5.43,-9.500,213260.5,149,33,300647
000712.SZ,锦龙股份,8.22,-9.967,212646.0,150,33,000712
300831.SZ,派瑞股份,12.93,5.984,211109.5,151,33,300831
600774.SH,汉商集团,8.44,-7.760,210187.5,152,17,600774
002938.SZ,鹏鼎控股,31.90,4.453,209766.0,153,33,002938
600418.SH,江淮汽车,15.39,-3.268,209460.5,154,17,600418
601318.SH,中国平安,42.45,-1.462,209289.0,155,17,601318
600157.SH,永泰能源,1.19,-3.252,205063.0,156,17,600157
600030.SH,中信证券,18.49,-0.270,204278.0,157,17,600030
002229.SZ,鸿博股份,12.95,-4.989,203938.0,158,33,002229
300903.SZ,科翔股份,7.07,13.666,201202.5,159,33,300903
601933.SH,永辉超市,2.52,-4.183,199297.5,160,17,601933
001979.SZ,招商蛇口,9.90,1.227,198639.5,161,33,001979
301587.SZ,中瑞股份,32.37,1.062,197632.0,162,33,301587
600438.SH,通威股份,22.14,-2.852,196958.0,163,17,600438
002466.SZ,天齐锂业,35.80,0.084,195524.0,164,33,002466
600297.SH,广汇汽车,1.22,-10.294,195115.0,165,17,600297
688256.SH,寒武纪,173.37,-3.737,194922.5,166,17,688256
002230.SZ,科大讯飞,41.98,-0.874,193396.5,167,33,002230
300215.SZ,电科院,6.43,0.942,192991.0,168,33,300215
002339.SZ,积成电子,6.07,-5.599,190253.5,169,33,002339
001298.SZ,好上好,17.61,-4.656,189934.0,170,33,001298
002155.SZ,湖南黄金,18.89,1.287,189805.0,171,33,002155
603005.SH,晶方科技,18.22,0.830,189645.5,172,17,603005
300118.SZ,东方日升,13.12,-5.815,189373.5,173,33,300118
301236.SZ,软通动力,38.67,-0.770,188829.5,174,33,301236
300015.SZ,爱尔眼科,11.69,-2.502,188466.0,175,33,300015
603097.SH,江苏华辰,30.73,-3.819,188119.0,176,17,603097
000651.SZ,格力电器,41.51,1.491,186252.0,177,33,000651
300346.SZ,南大光电,27.14,1.572,185905.0,178,33,300346
603078.SH,江化微,13.17,4.940,185586.0,179,17,603078
300476.SZ,胜宏科技,31.63,2.032,185149.0,180,33,300476
600276.SH,恒瑞医药,42.91,-2.300,184372.0,181,17,600276
002281.SZ,光迅科技,32.88,1.701,183159.0,182,33,002281
002077.SZ,大港股份,13.09,1.947,182479.0,183,33,002077
601022.SH,宁波远洋,10.52,2.335,181671.5,184,17,601022
000858.SZ,五粮液,144.90,-0.590,179733.0,185,33,000858
002050.SZ,三花智控,23.91,-2.089,179568.5,186,33,002050
301297.SZ,富乐德,22.24,3.346,177784.5,187,33,301297
603068.SH,博通集成,23.81,-0.335,177413.0,188,17,603068
600789.SH,鲁抗医药,7.45,-2.614,176856.0,189,17,600789
601600.SH,中国铝业,7.94,2.188,176563.5,190,17,601600
601929.SH,吉视传媒,1.04,-9.565,176345.5,191,17,601929
002455.SZ,百川股份,9.58,-4.487,176254.5,192,33,002455
301366.SZ,一博科技,33.81,-0.354,175259.5,193,33,301366
603628.SH,清源股份,13.30,-10.014,173427.0,194,17,603628
002977.SZ,天箭科技,30.09,-8.290,172918.0,195,33,002977
603327.SH,福蓉科技,13.97,-4.837,172439.0,196,17,603327
601099.SH,太平洋,3.09,-2.215,172169.0,197,17,601099
688525.SH,佰维存储,54.48,-1.143,171293.0,198,17,688525
300364.SZ,中文在线,19.96,-3.575,168183.0,199,33,300364
603598.SH,引力传媒,12.94,-8.162,168179.5,200,17,603598
300067.SZ,安诺其,4.05,3.581,167911.0,201,33,300067
601456.SH,国联证券,10.54,-1.862,167721.0,202,17,601456
300650.SZ,太龙股份,10.78,-5.604,167678.5,203,33,300650
300918.SZ,南山智尚,12.00,-3.537,167027.5,204,33,300918
000506.SZ,*ST中润,1.41,-4.730,166271.0,205,33,000506
600505.SH,西昌电力,10.81,0.185,165898.0,206,17,600505
600887.SH,伊利股份,27.47,0.549,164867.0,207,17,600887
002244.SZ,滨江集团,8.11,-0.123,164420.0,208,33,002244
603650.SH,彤程新材,30.65,1.658,164314.0,209,17,603650
601162.SH,天风证券,2.63,-4.364,163348.0,210,17,601162
300093.SZ,金刚光伏,13.90,-8.673,162660.5,211,33,300093
600621.SH,华鑫股份,13.57,0.074,161840.0,212,17,600621
601360.SH,三六零,7.81,-1.389,161666.5,213,17,601360
600312.SH,平高电气,16.31,2.579,161124.5,214,17,600312
603131.SH,上海沪工,14.73,-7.649,159301.0,215,17,603131
300843.SZ,胜蓝股份,28.42,-6.328,158914.0,216,33,300843
301421.SZ,波长光电,50.00,3.349,158845.0,217,33,301421
600036.SH,招商银行,34.00,0.029,158192.0,218,17,600036
001339.SZ,智微智能,26.60,-7.639,157870.0,219,33,001339
000151.SZ,中成股份,10.39,-9.258,157708.5,220,33,000151
300014.SZ,亿纬锂能,42.54,-0.141,156967.0,221,33,300014
600938.SH,中国海油,29.78,2.161,156540.0,222,17,600938
600690.SH,海尔智家,30.99,3.646,156159.5,223,17,600690
301596.SZ,瑞迪智驱,95.40,-6.562,155226.5,224,33,301596
002340.SZ,格林美,6.57,0.000,154551.0,225,33,002340
301301.SZ,川宁生物,13.26,-2.572,153989.5,226,33,301301
300433.SZ,蓝思科技,15.86,0.126,153980.0,227,33,300433
301508.SZ,中机认检,37.35,-11.472,153833.0,228,33,301508
603099.SH,长白山,21.62,-6.851,153689.5,229,17,603099
001314.SZ,亿道信息,40.33,-6.013,153660.0,230,33,001314
600021.SH,上海电力,10.32,0.292,153450.0,231,17,600021
601901.SH,方正证券,8.20,-2.031,152255.0,232,17,601901
002902.SZ,铭普光磁,21.40,-5.016,151893.5,233,33,002902
002371.SZ,北方华创,320.04,1.607,151833.5,234,33,002371
300033.SZ,同花顺,111.95,-0.859,151337.0,235,33,300033
300339.SZ,润和软件,20.67,-4.039,150983.5,236,33,300339
002405.SZ,四维图新,6.41,-7.637,150944.5,237,33,002405
688041.SH,海光信息,69.30,-2.215,150909.0,238,17,688041
600537.SH,亿晶光电,3.15,-10.000,150123.5,239,17,600537
002640.SZ,跨境通,1.67,-10.215,150015.5,240,33,002640
301215.SZ,中汽股份,5.41,-8.769,149800.0,241,33,301215
301387.SZ,光大同创,37.46,-2.193,149694.0,242,33,301387
002886.SZ,沃特股份,13.96,-8.818,148402.5,243,33,002886
300537.SZ,广信材料,16.42,2.497,148228.5,244,33,300537
300782.SZ,卓胜微,87.15,-2.517,148000.0,245,33,300782
300281.SZ,金明精机,4.66,-11.575,147925.5,246,33,300281
300073.SZ,当升科技,38.44,-4.092,147898.5,247,33,300073
002471.SZ,中超控股,2.05,-10.088,147796.0,248,33,002471
002232.SZ,启明信息,11.99,-9.509,147673.5,249,33,002232
600396.SH,金山股份,3.08,-6.383,147458.0,250,17,600396
002703.SZ,浙江世宝,11.82,-6.487,146676.0,251,33,002703
600839.SH,四川长虹,4.65,-2.311,146015.5,252,17,600839
603993.SH,洛阳钼业,8.27,2.989,145182.5,253,17,603993
001389.SZ,广合科技,46.90,-0.846,143968.5,254,33,001389
002409.SZ,雅克科技,60.88,-0.507,143715.0,255,33,002409
600630.SH,龙头股份,8.35,-7.837,142610.5,256,17,600630
300459.SZ,汤姆猫,3.39,-6.612,142160.5,257,33,300459
002424.SZ,ST百灵,3.57,0.281,141790.5,258,33,002424
000957.SZ,中通客车,9.45,-4.255,141496.5,259,33,000957
300917.SZ,特发服务,37.74,-1.127,140999.0,260,33,300917
600096.SH,云天化,21.45,2.828,140892.0,261,17,600096
000001.SZ,平安银行,10.90,0.276,140469.0,262,33,000001
300458.SZ,全志科技,21.00,0.865,140058.5,263,33,300458
600941.SH,中国移动,100.52,1.025,139845.0,264,17,600941
000888.SZ,峨眉山A,11.13,-3.969,138661.5,265,33,000888
605090.SH,九丰能源,28.70,10.004,138131.5,266,17,605090
600547.SH,山东黄金,29.11,3.521,138107.0,267,17,600547
605111.SH,新洁能,38.21,-0.079,136527.0,268,17,605111
601878.SH,浙商证券,10.72,-1.832,136105.0,269,17,601878
600460.SH,士兰微,17.73,-1.882,135993.0,270,17,600460
601288.SH,农业银行,4.43,-0.225,135362.5,271,17,601288
002555.SZ,三七互娱,13.62,-1.661,135318.0,272,33,002555
000725.SZ,京东方A,4.09,-0.487,135233.0,273,33,000725
600531.SH,豫光金铅,7.33,3.824,133837.5,274,17,600531
002271.SZ,东方雨虹,14.72,-2.966,133036.0,275,33,002271
600868.SH,梅雁吉祥,1.88,-10.048,132669.5,276,17,600868
301083.SZ,百胜智能,12.58,-18.152,132616.0,277,33,301083
603132.SH,金徽股份,14.49,10.023,132586.0,278,17,603132
002176.SZ,江特电机,8.80,-2.870,132337.0,279,33,002176
002916.SZ,深南电路,96.37,3.114,131681.0,280,33,002916
300133.SZ,华策影视,6.33,-4.381,130686.5,281,33,300133
600744.SH,华银电力,3.66,0.274,130113.0,282,17,600744
000158.SZ,常山北明,6.41,-6.831,129871.0,283,33,000158
600737.SH,中粮糖业,10.79,-0.093,129667.5,284,17,600737
600745.SH,闻泰科技,29.26,-1.812,129374.5,285,17,600745
605577.SH,龙版传媒,16.65,-6.197,128736.5,286,17,605577
002395.SZ,双象股份,15.54,-4.369,128026.0,287,33,002395
000656.SZ,*ST金科,1.31,-5.073,127794.5,288,33,000656
002460.SZ,赣锋锂业,33.05,0.030,127348.5,289,33,002460
002761.SZ,浙江建投,8.32,-2.804,127114.0,290,33,002761
300175.SZ,朗源股份,6.47,-8.745,126978.5,291,33,300175
603580.SH,艾艾精工,18.50,-9.976,126681.5,292,17,603580
002717.SZ,岭南股份,1.04,-8.772,126390.0,293,33,002717
603083.SH,剑桥科技,31.53,-4.077,126349.0,294,17,603083
300852.SZ,四会富仕,25.72,6.325,124134.0,295,33,300852
600969.SH,郴电国际,5.79,-2.852,123684.0,296,17,600969
301282.SZ,金禄电子,19.17,4.583,123260.0,297,33,301282
600048.SH,保利发展,10.29,-0.387,123229.0,298,17,600048
300008.SZ,天海防务,3.81,-4.750,122676.5,299,33,300008
300474.SZ,景嘉微,67.51,-0.089,122580.0,300,33,300474
300098.SZ,高新兴,3.49,-6.933,122363.0,301,33,300098
002236.SZ,大华股份,16.37,-1.386,122294.5,302,33,002236
603290.SH,斯达半导,90.80,3.123,122263.0,303,17,603290
002400.SZ,省广集团,4.83,-5.108,122042.0,304,33,002400
300411.SZ,金盾股份,12.28,-7.877,122001.5,305,33,300411
002415.SZ,海康威视,33.12,-0.898,121943.0,306,33,002415
603920.SH,世运电路,18.52,-0.054,121244.5,307,17,603920
300991.SZ,创益通,15.83,-4.177,120837.0,308,33,300991
300347.SZ,泰格医药,56.91,2.874,120763.0,309,33,300347
000636.SZ,风华高科,12.85,0.943,120269.5,310,33,000636
002889.SZ,东方嘉盛,15.39,-6.216,120110.5,311,33,002889
002851.SZ,麦格米特,28.80,1.053,120090.0,312,33,002851
605155.SH,西大门,9.70,1.042,119931.5,313,17,605155
300117.SZ,*ST嘉寓,1.10,6.796,119362.0,314,33,300117
600353.SH,旭光电子,6.54,-4.665,119159.0,315,17,600353
301539.SZ,宏鑫科技,26.78,-4.289,118534.0,316,33,301539
300721.SZ,怡达股份,13.39,9.844,118207.0,317,33,300721
300680.SZ,隆盛科技,18.53,-6.177,118198.0,318,33,300680
000801.SZ,四川九洲,10.17,-4.953,117563.0,319,33,000801
002074.SZ,国轩高科,19.70,-2.524,117350.0,320,33,002074
301180.SZ,万祥科技,12.89,-13.199,117097.5,321,33,301180
002246.SZ,北化股份,9.14,-3.383,116139.5,322,33,002246
300462.SZ,华铭智能,7.19,-17.356,116118.0,323,33,300462
300444.SZ,双杰电气,6.66,-1.915,115753.0,324,33,300444
600988.SH,赤峰黄金,18.08,2.611,115707.5,325,17,600988
002119.SZ,康强电子,10.47,2.246,114996.0,326,33,002119
300274.SZ,阳光电源,99.90,-2.632,114892.0,327,33,300274
301136.SZ,招标股份,10.56,-14.701,114865.0,328,33,301136
000568.SZ,泸州老窖,168.98,-1.744,114082.0,329,33,000568
603767.SH,中马传动,12.50,-7.476,114037.0,330,17,603767
603799.SH,华友钴业,26.91,-1.896,113919.0,331,17,603799
600660.SH,福耀玻璃,47.70,1.706,113902.0,332,17,600660
003816.SZ,中国广核,4.34,1.878,113134.0,333,33,003816
002323.SZ,雅博股份,1.12,-9.677,112762.5,334,33,002323
600807.SH,济南高新,3.10,9.929,112614.0,335,17,600807
002356.SZ,赫美集团,3.40,10.032,112428.0,336,33,002356
002962.SZ,五方光电,14.40,-3.743,111986.0,337,33,002962
300455.SZ,航天智装,11.41,-5.390,111871.0,338,33,300455
300817.SZ,双飞集团,9.54,-13.509,111781.5,339,33,300817
000620.SZ,新华联,2.03,-2.871,111715.0,340,33,000620
002252.SZ,上海莱士,7.32,2.092,111626.5,341,33,002252
002185.SZ,华天科技,8.11,-1.578,111544.0,342,33,002185
000829.SZ,天音控股,8.12,-4.132,111185.0,343,33,000829
002709.SZ,天赐材料,19.44,-3.187,111151.5,344,33,002709
000338.SZ,潍柴动力,16.00,1.652,110482.5,345,33,000338
002714.SZ,牧原股份,47.61,-1.224,110194.5,346,33,002714
000528.SZ,柳工,11.02,2.703,110118.5,347,33,000528
600310.SH,广西能源,3.65,-1.351,109798.0,348,17,600310
300936.SZ,中英科技,35.00,3.002,109785.5,349,33,300936
300671.SZ,富满微,25.45,-0.973,109345.0,350,33,300671
600570.SH,恒生电子,19.39,-2.465,109334.5,351,17,600570
002505.SZ,鹏都农牧,0.91,-4.211,108846.5,352,33,002505
300423.SZ,昇辉科技,6.17,-8.048,108784.5,353,33,300423
600089.SH,特变电工,14.59,-0.545,108619.0,354,17,600089
300373.SZ,扬杰科技,38.10,0.026,108586.5,355,33,300373
600580.SH,卧龙电驱,13.03,-3.624,107404.5,356,17,600580
002882.SZ,金龙羽,15.73,-5.582,107237.5,357,33,002882
300315.SZ,掌趣科技,4.54,-4.017,107075.5,358,33,300315
920002.BJ,万达轴承,65.93,-18.211,106978.0,359,151,920002
002146.SZ,荣盛发展,1.58,-4.819,106969.5,360,33,002146
002021.SZ,中捷资源,1.97,-7.076,106586.5,361,33,002021
601866.SH,中远海发,2.71,-0.368,106477.0,362,17,601866
603500.SH,祥和实业,7.62,9.957,106140.5,363,17,603500
300925.SZ,法本信息,9.70,-12.058,106034.5,364,33,300925
600765.SH,中航重机,19.99,0.858,105744.5,365,17,600765
300604.SZ,长川科技,29.80,-0.997,105714.0,366,33,300604
301308.SZ,江波龙,90.99,-0.274,105469.0,367,33,301308
002261.SZ,拓维信息,11.36,-4.054,105414.0,368,33,002261
603220.SH,中贝通信,26.62,-1.590,105391.5,369,17,603220
002716.SZ,湖南白银,3.64,1.393,105306.5,370,33,002716
300137.SZ,先河环保,3.68,-20.000,104961.5,371,33,300137
002436.SZ,兴森科技,11.54,0.435,104931.0,372,33,002436
300738.SZ,奥飞数据,10.26,-2.472,104898.0,373,33,300738
300457.SZ,赢合科技,17.05,0.294,104412.5,374,33,300457
600550.SH,保变电气,4.63,-2.731,104385.5,375,17,600550
605058.SH,澳弘电子,20.02,4.217,104094.5,376,17,605058
603960.SH,克来机电,21.55,-3.881,104071.5,377,17,603960
300776.SZ,帝尔激光,52.26,-0.038,103551.5,378,33,300776
600111.SH,北方稀土,18.12,-1.200,103534.0,379,17,600111
001376.SZ,百通能源,20.21,-4.670,103531.0,380,33,001376
603353.SH,和顺石油,14.14,5.997,103530.0,381,17,603353
300700.SZ,岱勒新材,8.54,-4.367,103483.5,382,33,300700
603160.SH,汇顶科技,64.83,2.336,103419.5,383,17,603160
603933.SH,睿能科技,13.60,4.295,103244.5,384,17,603933
000400.SZ,许继电气,31.97,-0.405,103128.0,385,33,000400
600536.SH,中国软件,29.53,-3.307,102861.5,386,17,600536
000070.SZ,ST特信,4.83,-4.167,102855.0,387,33,000070
300880.SZ,迦南智能,19.10,-3.535,102554.5,388,33,300880
300913.SZ,兆龙互连,35.28,0.227,102335.5,389,33,300913
301418.SZ,协昌科技,42.65,7.838,102025.0,390,33,301418
301329.SZ,信音电子,19.88,0.455,101688.0,391,33,301329
002031.SZ,巨轮智能,2.12,-6.608,101632.5,392,33,002031
000933.SZ,神火股份,23.27,4.397,100710.0,393,33,000933
301328.SZ,维峰电子,41.59,4.946,100434.0,394,33,301328
601117.SH,中国化学,8.46,-0.704,100046.5,395,17,601117
002673.SZ,西部证券,6.49,-2.553,99598.5,396,33,002673
002632.SZ,道明光学,6.64,-5.278,99350.0,397,33,002632
300107.SZ,建新股份,8.79,-5.280,99134.5,398,33,300107
002812.SZ,恩捷股份,38.13,-2.854,99123.5,399,33,002812
301516.SZ,中远通,18.45,-9.470,98904.5,400,33,301516
600683.SH,京投发展,4.00,1.010,98883.5,401,17,600683
002297.SZ,博云新材,6.00,-10.045,98725.0,402,33,002297
601788.SH,光大证券,15.61,-0.952,98651.0,403,17,601788
600732.SH,爱旭股份,10.66,-4.906,98543.5,404,17,600732
002670.SZ,国盛金控,9.07,-3.305,98371.0,405,33,002670
601800.SH,中国交建,9.04,1.006,98324.5,406,17,601800
300017.SZ,网宿科技,8.40,-0.826,98295.5,407,33,300017
002625.SZ,光启技术,17.57,-2.928,97911.5,408,33,002625
300374.SZ,中铁装配,14.02,-6.658,97791.0,409,33,300374
600703.SH,三安光电,12.14,-1.461,97631.5,410,17,600703
002611.SZ,东方精工,5.41,-3.737,97608.5,411,33,002611
601881.SH,中国银河,11.37,-0.958,97431.5,412,17,601881
301486.SZ,致尚科技,45.06,-3.470,97338.5,413,33,301486
002849.SZ,威星智能,12.00,4.895,97165.5,414,33,002849
002600.SZ,领益智造,4.83,-0.207,97103.0,415,33,002600
002374.SZ,中锐股份,2.14,1.905,96970.0,416,33,002374
605117.SH,德业股份,68.59,-2.984,96838.0,417,17,605117
300762.SZ,上海瀚讯,16.28,-3.896,96818.5,418,33,300762
300429.SZ,强力新材,11.02,1.008,96780.5,419,33,300429
003043.SZ,华亚智能,38.97,4.899,96575.0,420,33,003043
300882.SZ,万胜智能,17.71,0.283,96530.0,421,33,300882
000988.SZ,华工科技,29.98,0.739,96428.0,422,33,000988
