股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
000656.SZ,*ST金科,增亏,"预计2024-01-01到2024-06-30业绩：净利润-380103.09万元左右,基本每股收益为-0.72元左右;上年同期业绩:净利润-193974.66万元,基本每股收益-0.37元;"
