股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
688033.SH,天宜上佳,预亏,"预计2024-01-01到2024-06-30业绩：净利润-49278.57万元左右;下降幅度为474.07%左右;上年同期业绩:净利润13173.76万元,基本每股收益0.23元;"
