股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
603557.SH,ST起步,减亏,"预计2024-01-01到2024-06-30业绩：净利润-3200万元至-3000万元;上年同期业绩:净利润-18683.79万元,基本每股收益-0.3782元;"
