股票代码,股票简称,业绩预告类型[20240930],业绩预告摘要[20240930]
002204.SZ,大连重工,预增,"预计2024-01-01到2024-09-30业绩：净利润38050万元至40050万元;增长幅度为20.70%至27.05%,基本每股收益0.1984元至0.2088元;上年同期业绩:净利润31523.51万元,基本每股收益0.1632元;"
