股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
600641.SH,万业企业,预亏,"预计2024-01-01到2024-06-30业绩：净利润-7081万元左右;上年同期业绩:净利润11860.03万元,基本每股收益0.1274元;"
