股票代码,股票简称,业绩预告类型[20240630],业绩预告摘要[20240630]
688011.SH,新光光电,增亏,预计2024-01-01到2024-06-30业绩：净利润-1950万元至-1700万元;下降幅度为26.95%至10.67%;上年同期业绩:净利润-1536.03万元;
